Timestamp,CO2Value,QUANTUM,Temperature,Relative Humidity,Dew Point,Soil Temperature,Volumetric Water Content,Electrical Conductivity
2024-02-15 14:19:53,448,189.0313,39.23,39.33,22.87,36.83,16.89,81
2024-02-15 14:20:25,448,184.0862,39.22,39.4,22.89,36.83,16.89,81
2024-02-15 14:20:57,449,197.2582,39.22,39.49,22.93,36.8,16.89,81
2024-02-15 14:21:30,451,201.3928,39.23,39.59,22.98,36.78,16.89,81
2024-02-15 14:22:02,453,220.075,39.25,39.62,23.01,36.73,16.89,81
2024-02-15 14:22:35,453,187.1147,39.31,39.64,23.07,36.73,16.89,81
2024-02-15 14:23:07,452,477.1749,39.39,39.48,23.07,36.73,16.89,81
2024-02-15 14:23:39,451,479.0871,39.51,39.47,23.18,36.71,16.89,81
2024-02-15 14:24:12,452,492.6918,39.61,39.47,23.26,36.68,16.89,81
2024-02-15 14:24:44,451,470.4246,39.68,39.39,23.29,36.66,16.89,81
2024-02-15 14:25:16,452,468.4338,39.77,39.32,23.34,36.66,16.89,81
2024-02-15 14:25:49,452,471.5562,39.84,39.18,23.35,36.66,16.89,81
2024-02-15 14:26:21,452,456.1463,39.9,39.11,23.38,36.66,16.89,81
2024-02-15 14:26:53,452,462.0403,39.94,39.08,23.39,36.66,16.89,81
2024-02-15 14:27:26,452,475.6228,39.97,39.01,23.39,36.68,16.89,81
2024-02-15 14:27:58,452,499.6948,39.99,38.93,23.38,36.68,16.89,81
2024-02-15 14:28:31,451,505.444,40.02,38.97,23.42,36.71,16.96,81
2024-02-15 14:29:03,451,511.8654,40.03,38.97,23.43,36.73,16.89,80
2024-02-15 14:29:35,451,218.3665,40.06,38.97,23.45,36.73,16.89,80
2024-02-15 14:30:08,451,522.7391,40.09,38.84,23.42,36.73,16.96,80
2024-02-15 14:30:40,451,529.3572,40.2,41.4,24.58,36.73,16.96,80
2024-02-15 14:31:12,450,536.8367,40.3,44.18,25.77,36.73,16.89,80
2024-02-15 14:31:45,448,541.3562,40.43,46.01,26.57,36.76,16.89,80
2024-02-15 14:32:17,447,211.0194,40.56,48.02,27.41,36.78,16.89,80
2024-02-15 14:32:49,442,500.2055,40.7,50.05,28.25,36.83,16.89,80
2024-02-15 14:33:22,437,472.2721,40.85,51.19,28.77,36.83,16.89,80
2024-02-15 14:33:54,435,428.775,40.98,52.87,29.45,36.85,16.89,80
2024-02-15 14:34:26,435,393.7702,41.13,54.36,30.07,36.88,16.89,80
2024-02-15 14:34:59,433,346.9388,41.27,55.43,30.54,36.92,16.89,81
2024-02-15 14:35:31,427,307.2102,41.43,56.73,31.09,36.95,16.89,81
2024-02-15 14:36:04,425,274.3473,41.42,45.56,27.29,36.99,16.89,81
2024-02-15 14:36:36,431,259.7559,41.38,40.98,25.5,37.02,16.89,80
2024-02-15 14:37:08,434,258.3609,41.33,39.51,24.81,37.04,16.89,80
2024-02-15 14:37:41,439,268.8083,41.28,38.91,24.5,37.07,16.89,80
2024-02-15 14:38:13,440,293.5438,41.24,38.67,24.36,37.11,16.89,80
2024-02-15 14:38:45,441,333.0057,41.19,38.61,24.3,37.11,16.89,80
2024-02-15 14:39:18,442,390.8972,41.16,38.59,24.26,37.11,16.89,80
2024-02-15 14:39:50,442,443.7606,41.14,38.59,24.24,37.11,16.89,80
2024-02-15 14:40:23,444,472.8196,41.11,38.65,24.24,37.11,16.89,80
2024-02-15 14:40:55,445,469.9019,41.05,38.73,24.23,37.14,16.89,80
2024-02-15 14:41:27,446,473.4852,41.0,38.6,24.13,37.14,16.89,80
2024-02-15 14:42:00,446,462.8843,40.94,38.6,24.07,37.14,16.89,80
2024-02-15 14:42:32,445,464.5048,40.86,38.64,24.03,37.14,16.89,80
2024-02-15 14:43:04,444,487.9961,40.8,38.75,24.01,37.16,16.89,80
2024-02-15 14:43:37,444,488.092,40.7,38.85,23.97,37.16,16.89,80
2024-02-15 14:44:09,445,489.9367,40.62,38.89,23.92,37.16,16.89,80
2024-02-15 14:44:41,445,493.6542,40.55,38.96,23.88,37.16,16.89,80
2024-02-15 14:45:14,444,483.1109,40.5,39.02,23.86,37.16,16.89,79
2024-02-15 14:45:46,444,458.2192,40.47,39.0,23.83,37.19,16.89,79
2024-02-15 14:46:18,444,433.223,40.44,39.0,23.8,37.19,16.89,79
2024-02-15 14:46:51,444,391.7934,40.4,39.1,23.81,37.16,16.85,79
2024-02-15 14:47:23,445,326.5298,40.35,39.21,23.81,37.14,16.89,79
2024-02-15 14:47:56,445,327.5266,40.25,39.18,23.71,37.16,16.85,79
2024-02-15 14:48:28,446,322.8004,40.18,39.25,23.68,37.14,16.85,79
2024-02-15 14:49:00,446,347.3967,40.15,39.25,23.65,37.11,16.85,79
2024-02-15 14:49:33,446,357.8108,40.14,39.23,23.63,37.11,16.85,79
2024-02-15 14:50:05,446,361.4741,40.15,39.18,23.63,37.11,16.79,79
2024-02-15 14:50:37,443,291.6392,40.09,39.19,23.57,37.11,16.75,79
2024-02-15 14:51:10,444,279.0072,39.99,39.29,23.53,37.09,16.69,79
2024-02-15 14:51:42,445,277.1552,39.92,39.37,23.48,37.04,16.75,79
2024-02-15 14:52:14,445,269.6371,39.84,39.48,23.47,37.04,16.75,79
2024-02-15 14:52:47,445,255.9283,39.76,39.56,23.43,37.04,16.69,79
2024-02-15 14:53:19,445,240.9337,39.68,39.72,23.43,37.02,16.69,79
2024-02-15 14:53:52,444,235.5023,39.61,39.8,23.4,37.02,16.69,79
2024-02-15 14:54:24,445,228.0263,39.53,39.86,23.36,36.99,16.69,79
2024-02-15 14:54:56,445,247.8988,39.49,39.93,23.35,36.95,16.69,79
2024-02-15 14:55:29,444,274.7361,39.46,39.94,23.33,36.95,16.69,79
2024-02-15 14:56:01,445,296.6443,39.46,39.94,23.33,36.92,16.69,79
2024-02-15 14:56:33,445,304.1586,39.46,39.94,23.33,36.92,16.69,79
2024-02-15 14:57:06,444,296.1425,39.44,39.84,23.27,36.9,16.69,79
2024-02-15 14:57:38,444,303.6277,39.44,39.84,23.27,36.88,16.69,79
2024-02-15 14:58:10,444,280.5549,39.44,39.84,23.27,36.85,16.69,79
2024-02-15 14:58:43,443,245.8688,39.41,39.94,23.29,36.83,16.69,79
2024-02-15 14:59:15,443,241.3943,39.4,39.91,23.26,36.83,16.69,79
2024-02-15 14:59:48,445,225.6709,39.42,39.91,23.28,36.83,16.69,79
2024-02-15 15:00:20,444,214.3919,39.43,39.84,23.26,36.83,16.69,78
2024-02-15 15:00:52,441,211.9926,39.55,42.67,24.51,36.78,16.69,78
2024-02-15 15:01:25,440,214.035,39.68,44.74,25.42,36.78,16.69,78
2024-02-15 15:01:57,438,214.9462,39.85,46.7,26.3,36.78,16.69,78
2024-02-15 15:02:29,435,221.6636,40.02,48.88,27.23,36.76,16.69,79
2024-02-15 15:03:02,433,233.4552,40.22,50.44,27.94,36.8,16.69,79
2024-02-15 15:03:34,432,248.8412,40.37,51.72,28.51,36.8,16.69,79
2024-02-15 15:04:06,429,259.9973,40.52,53.11,29.1,36.83,16.69,79
2024-02-15 15:04:39,427,254.9695,40.66,54.21,29.59,36.83,16.69,79
2024-02-15 15:05:11,425,252.3393,40.75,55.31,30.03,36.83,16.69,79
2024-02-15 15:05:44,425,255.6609,40.68,45.6,26.64,36.85,16.69,79
2024-02-15 15:06:16,431,256.5249,40.59,41.6,25.02,36.85,16.69,79
2024-02-15 15:06:48,433,258.8996,40.49,40.16,24.35,36.85,16.69,78
2024-02-15 15:07:21,436,243.8132,40.37,39.73,24.05,36.85,16.69,78
2024-02-15 15:07:53,440,233.0337,40.22,39.55,23.84,36.85,16.69,78
2024-02-15 15:08:25,440,220.2761,40.11,39.56,23.74,36.85,16.69,78
2024-02-15 15:08:58,441,215.6933,39.99,39.72,23.71,36.85,16.65,78
2024-02-15 15:09:30,441,211.2283,39.9,39.8,23.66,36.83,16.65,78
2024-02-15 15:10:03,442,211.7683,39.83,39.91,23.64,36.83,16.65,78
2024-02-15 15:10:35,443,214.134,39.78,39.88,23.59,36.8,16.65,78
2024-02-15 15:11:07,442,209.5175,39.76,39.88,23.57,36.8,16.65,78
2024-02-15 15:11:40,443,201.538,39.71,39.88,23.53,36.76,16.59,78
2024-02-15 15:12:12,442,198.1739,39.67,40.02,23.55,36.76,16.59,77
2024-02-15 15:12:44,442,196.8472,39.65,39.99,23.52,36.73,16.55,77
2024-02-15 15:13:17,442,198.075,39.63,39.96,23.49,36.73,16.59,77
2024-02-15 15:13:49,442,176.4628,39.56,39.96,23.43,36.73,16.55,77
2024-02-15 15:14:21,442,187.8079,39.51,39.99,23.39,36.71,16.55,77
2024-02-15 15:14:54,441,186.7268,39.46,40.01,23.35,36.66,16.55,77
2024-02-15 15:15:26,442,186.9438,39.41,40.01,23.32,36.66,16.55,77
2024-02-15 15:15:59,441,185.7965,39.36,40.04,23.28,36.64,16.55,77
2024-02-15 15:16:31,441,176.1585,39.31,40.07,23.25,36.64,16.55,77
2024-02-15 15:17:03,441,178.4051,39.25,40.12,23.22,36.61,16.55,77
2024-02-15 15:17:36,441,176.8538,39.19,40.22,23.2,36.56,16.55,77
2024-02-15 15:18:08,441,170.107,39.12,40.33,23.19,36.56,16.55,77
2024-02-15 15:18:40,442,168.9932,39.06,40.42,23.17,36.54,16.55,77
2024-02-15 15:19:13,442,170.491,38.98,40.55,23.16,36.54,16.55,77
2024-02-15 15:19:45,441,172.1329,38.91,40.63,23.12,36.52,16.55,77
2024-02-15 15:20:17,442,169.8088,38.82,40.7,23.07,36.47,16.55,77
2024-02-15 15:20:50,442,168.1399,38.74,40.81,23.04,36.47,16.55,77
2024-02-15 15:21:22,441,167.1714,38.64,40.94,23.01,36.44,16.55,77
2024-02-15 15:21:55,442,166.1932,38.57,41.06,22.99,36.44,16.55,77
2024-02-15 15:22:27,441,171.2851,38.51,41.15,22.98,36.4,16.49,77
2024-02-15 15:22:59,442,167.1403,38.47,41.25,22.98,36.37,16.55,77
2024-02-15 15:23:32,442,162.6328,38.44,41.33,22.98,36.35,16.49,77
2024-02-15 15:24:04,443,170.095,38.45,41.36,23.01,36.35,16.49,77
2024-02-15 15:24:36,443,165.4303,38.46,41.41,23.04,36.35,16.49,77
2024-02-15 15:25:09,443,170.5476,38.52,41.28,23.04,36.28,16.49,77
2024-02-15 15:25:41,442,170.443,38.59,41.22,23.07,36.25,16.45,77
2024-02-15 15:26:13,442,165.7064,38.63,41.14,23.08,36.25,16.49,77
2024-02-15 15:26:46,442,165.5347,38.66,41.07,23.08,36.25,16.45,76
2024-02-15 15:27:18,441,161.0434,38.64,41.07,23.05,36.2,16.38,76
2024-02-15 15:27:51,441,154.0482,38.64,40.98,23.02,36.18,16.45,76
2024-02-15 15:28:23,441,160.0873,38.64,40.94,23.01,36.16,16.45,76
2024-02-15 15:28:55,441,159.8429,38.64,40.94,23.01,36.16,16.38,76
2024-02-15 15:29:28,442,163.2296,38.64,40.91,23.01,36.11,16.38,76
2024-02-15 15:30:00,442,165.8827,38.65,40.91,23.01,36.08,16.38,76
2024-02-15 15:30:32,441,162.0833,38.72,43.41,24.04,36.08,16.38,76
2024-02-15 15:31:05,440,162.038,38.8,45.38,24.87,36.06,16.38,76
2024-02-15 15:31:37,438,165.978,38.91,47.46,25.71,36.06,16.38,76
2024-02-15 15:32:10,438,165.2456,39.0,49.29,26.44,36.06,16.38,76
2024-02-15 15:32:42,438,163.4465,39.08,50.88,27.05,36.06,16.38,76
2024-02-15 15:33:14,435,162.2819,39.13,52.72,27.71,36.06,16.38,76
2024-02-15 15:33:47,433,162.1122,39.17,53.72,28.06,36.06,16.38,76
2024-02-15 15:34:19,432,160.4677,39.19,55.36,28.6,36.06,16.38,76
2024-02-15 15:34:51,431,154.947,39.2,56.42,28.93,36.08,16.38,76
2024-02-15 15:35:24,429,155.6944,39.21,57.91,29.39,36.11,16.38,76
2024-02-15 15:35:56,428,155.0331,39.06,47.84,25.99,36.11,16.38,76
2024-02-15 15:36:28,433,151.9062,38.89,43.53,24.25,36.11,16.38,76
2024-02-15 15:37:01,437,150.0105,38.7,42.19,23.57,36.11,16.38,76
2024-02-15 15:37:33,438,145.0319,38.52,41.75,23.23,36.08,16.38,76
2024-02-15 15:38:06,439,139.9934,38.37,41.69,23.07,36.06,16.38,76
2024-02-15 15:38:38,440,137.1502,38.2,41.7,22.93,36.06,16.38,76
2024-02-15 15:39:10,441,144.3538,38.11,41.7,22.84,36.04,16.38,76
2024-02-15 15:39:43,443,142.7808,38.02,41.65,22.75,35.99,16.38,76
2024-02-15 15:40:15,443,132.8058,37.94,41.71,22.7,35.97,16.38,76
2024-02-15 15:40:47,445,142.895,37.86,41.79,22.65,35.94,16.38,76
2024-02-15 15:41:20,444,147.7495,37.81,41.82,22.63,35.89,16.38,76
2024-02-15 15:41:52,444,148.6701,37.78,41.86,22.61,35.87,16.34,76
2024-02-15 15:42:24,443,146.4128,37.73,41.93,22.59,35.85,16.34,76
2024-02-15 15:42:57,444,142.3088,37.66,42.03,22.57,35.8,16.34,76
2024-02-15 15:43:29,444,140.4817,37.61,42.1,22.55,35.77,16.34,75
2024-02-15 15:44:02,445,145.4455,37.58,42.17,22.55,35.77,16.34,75
2024-02-15 15:44:34,445,147.7225,37.54,42.11,22.49,35.7,16.34,75
2024-02-15 15:45:06,444,145.303,37.48,42.11,22.44,35.68,16.28,75
2024-02-15 15:45:39,444,142.373,37.41,42.15,22.39,35.65,16.28,75
2024-02-15 15:46:11,444,144.3229,37.34,42.22,22.36,35.61,16.28,75
2024-02-15 15:46:43,445,144.1015,37.29,42.28,22.34,35.58,16.24,75
2024-02-15 15:47:16,445,143.8381,37.25,42.33,22.32,35.56,16.24,75
2024-02-15 15:47:48,445,136.6347,37.2,42.4,22.3,35.51,16.24,75
2024-02-15 15:48:21,445,135.0373,37.15,42.53,22.31,35.49,16.24,75
2024-02-15 15:48:53,444,132.3048,37.12,42.59,22.3,35.44,16.24,75
2024-02-15 15:49:25,444,135.9254,37.1,42.63,22.3,35.39,16.24,75
2024-02-15 15:49:58,444,141.6231,37.09,42.63,22.29,35.39,16.24,75
2024-02-15 15:50:30,444,142.5786,37.1,42.67,22.31,35.32,16.24,75
2024-02-15 15:51:02,445,141.7217,37.11,42.69,22.33,35.29,16.24,75
2024-02-15 15:51:35,445,142.3882,37.11,42.76,22.36,35.29,16.24,75
2024-02-15 15:52:07,446,141.4591,37.09,42.73,22.33,35.22,16.24,75
2024-02-15 15:52:39,445,141.4567,37.05,42.83,22.34,35.2,16.24,75
2024-02-15 15:53:12,445,139.1567,37.0,42.89,22.31,35.17,16.24,75
2024-02-15 15:53:44,443,136.4759,36.98,43.0,22.33,35.13,16.24,75
2024-02-15 15:54:17,444,132.3193,36.96,43.09,22.35,35.1,16.24,75
2024-02-15 15:54:49,444,127.8057,36.96,43.09,22.35,35.08,16.24,75
2024-02-15 15:55:21,445,126.5011,36.96,43.0,22.31,35.03,16.24,75
2024-02-15 15:55:54,445,128.9381,36.97,42.73,22.22,35.01,16.24,75
2024-02-15 15:56:26,445,131.2929,36.98,42.5,22.14,34.98,16.18,75
2024-02-15 15:56:58,446,130.6712,36.96,42.43,22.1,34.94,16.18,75
2024-02-15 15:57:31,446,132.6959,36.92,42.37,22.04,34.91,16.18,75
2024-02-15 15:58:03,445,129.6342,36.86,42.45,22.02,34.89,16.24,75
2024-02-15 15:58:35,445,129.9913,36.77,42.54,21.98,34.84,16.14,75
2024-02-15 15:59:08,445,128.4921,36.7,42.59,21.94,34.82,16.14,75
2024-02-15 15:59:40,445,126.551,36.62,42.76,21.92,34.82,16.14,75
2024-02-15 16:00:13,445,123.1904,36.58,42.89,21.93,34.77,16.14,75
2024-02-15 16:00:45,443,124.8759,36.58,44.49,22.54,34.72,16.14,75
2024-02-15 16:01:17,442,125.0347,36.58,47.01,23.45,34.72,16.07,75
2024-02-15 16:01:50,441,123.367,36.61,48.95,24.15,34.7,16.14,75
2024-02-15 16:02:22,441,123.1501,36.67,50.7,24.78,34.67,16.07,75
2024-02-15 16:02:54,441,122.8959,36.71,51.71,25.15,34.65,16.07,75
2024-02-15 16:03:27,440,123.0079,36.75,52.82,25.55,34.65,16.03,75
2024-02-15 16:03:59,440,121.4777,36.8,54.46,26.1,34.62,16.07,75
2024-02-15 16:04:31,440,121.1556,36.83,55.58,26.48,34.62,16.03,75
2024-02-15 16:05:04,440,120.6873,36.85,56.53,26.79,34.62,16.07,75
2024-02-15 16:05:36,440,120.3076,36.76,49.04,24.32,34.62,16.07,75
2024-02-15 16:06:09,442,118.4243,36.61,45.6,22.97,34.62,16.03,75
2024-02-15 16:06:41,442,116.1196,36.57,44.43,22.51,34.58,16.03,74
2024-02-15 16:07:13,443,113.6402,36.4,44.04,22.21,34.55,16.03,74
2024-02-15 16:07:46,444,114.4055,36.27,43.92,22.05,34.53,16.03,74
2024-02-15 16:08:18,445,113.3011,36.14,43.93,21.94,34.53,16.03,74
2024-02-15 16:08:50,446,112.3259,36.03,44.0,21.86,34.48,16.03,74
2024-02-15 16:09:23,446,112.7508,35.93,44.2,21.84,34.43,16.03,74
2024-02-15 16:09:55,446,111.7826,35.83,44.31,21.79,34.43,16.03,74
2024-02-15 16:10:27,446,106.8669,35.73,44.37,21.73,34.38,16.03,74
2024-02-15 16:11:00,445,107.2483,35.64,44.48,21.68,34.34,16.03,74
2024-02-15 16:11:32,446,108.6513,35.56,44.58,21.65,34.34,16.03,74
2024-02-15 16:12:05,446,108.5517,35.48,44.72,21.63,34.29,16.03,74
2024-02-15 16:12:37,445,108.4024,35.4,44.76,21.57,34.24,16.03,74
2024-02-15 16:13:09,444,104.6186,35.33,44.83,21.53,34.24,16.03,74
2024-02-15 16:13:42,444,100.5425,35.24,44.93,21.49,34.17,16.03,74
2024-02-15 16:14:14,444,102.9769,35.17,45.04,21.46,34.14,16.03,74
2024-02-15 16:14:46,445,102.5848,35.09,45.1,21.42,34.12,16.03,74
2024-02-15 16:15:19,445,102.1456,35.0,45.28,21.4,34.05,16.03,74
2024-02-15 16:15:51,445,101.0664,34.92,45.41,21.37,34.05,16.03,74
2024-02-15 16:16:23,443,98.796,34.83,45.55,21.34,34.0,16.03,74
2024-02-15 16:16:56,442,98.7979,34.76,45.71,21.33,33.95,16.03,74
2024-02-15 16:17:28,442,97.6533,34.67,45.84,21.31,33.91,16.03,74
2024-02-15 16:18:01,442,94.6691,34.59,46.0,21.29,33.86,15.93,73
2024-02-15 16:18:33,442,96.5789,34.51,46.09,21.25,33.86,15.97,73
2024-02-15 16:19:05,442,95.5399,34.44,46.25,21.23,33.79,15.93,73
2024-02-15 16:19:38,443,95.0441,34.36,46.34,21.2,33.76,15.97,73
2024-02-15 16:20:10,443,94.4049,34.28,46.49,21.17,33.71,15.93,73
2024-02-15 16:20:42,443,92.8003,34.21,46.58,21.15,33.67,15.93,73
2024-02-15 16:21:15,443,90.6403,34.15,46.72,21.14,33.64,15.87,74
2024-02-15 16:21:47,443,89.7537,34.08,46.78,21.1,33.57,15.87,74
2024-02-15 16:22:20,442,88.8975,34.01,46.85,21.06,33.57,15.87,74
2024-02-15 16:22:52,443,87.756,33.94,46.89,21.01,33.5,15.87,74
2024-02-15 16:23:24,442,87.4156,33.86,47.02,20.98,33.47,15.87,73
2024-02-15 16:23:57,442,86.0959,33.85,47.08,20.99,33.43,15.87,73
2024-02-15 16:24:29,442,84.2104,33.75,47.22,20.96,33.38,15.87,73
2024-02-15 16:25:01,441,81.7733,33.69,47.35,20.94,33.33,15.87,73
2024-02-15 16:25:34,441,79.9541,33.62,47.43,20.9,33.28,15.87,73
2024-02-15 16:26:06,441,78.6185,33.55,47.36,20.81,33.28,15.87,73
2024-02-15 16:26:38,440,77.2856,33.49,47.37,20.77,33.21,15.87,73
2024-02-15 16:27:11,440,75.9543,33.43,47.54,20.77,33.19,15.87,73
2024-02-15 16:27:43,441,74.8251,33.36,47.63,20.74,33.14,15.87,73
2024-02-15 16:28:16,441,74.0495,33.3,47.67,20.7,33.09,15.87,73
2024-02-15 16:28:48,441,72.7174,33.25,47.74,20.67,33.07,15.87,73
2024-02-15 16:29:20,440,73.4426,33.19,47.83,20.65,33.02,15.87,73
2024-02-15 16:29:53,441,71.7654,33.14,47.84,20.61,32.99,15.87,74
2024-02-15 16:30:25,440,68.6848,33.07,47.94,20.58,32.92,15.87,74
2024-02-15 16:30:57,440,67.958,33.04,49.39,21.04,32.9,15.87,74
2024-02-15 16:31:30,440,66.6256,33.01,51.1,21.51,32.85,15.87,74
2024-02-15 16:32:02,441,64.5904,32.97,52.41,21.94,32.83,15.87,74
2024-02-15 16:32:34,442,62.0622,32.93,53.96,22.36,32.8,15.87,73
2024-02-15 16:33:07,443,60.4748,32.9,55.13,22.71,32.78,15.83,73
2024-02-15 16:33:39,443,59.4295,32.86,56.45,23.06,32.73,15.87,73
2024-02-15 16:34:12,444,58.632,32.81,57.53,23.32,32.71,15.83,73
2024-02-15 16:34:44,444,57.8693,32.76,58.04,23.43,32.71,15.83,73
2024-02-15 16:35:16,444,57.6715,32.71,59.5,23.79,32.68,15.83,73
2024-02-15 16:35:49,445,57.2979,32.58,53.89,22.04,32.61,15.87,73
2024-02-15 16:36:21,445,56.9172,32.44,51.02,21.02,32.61,15.83,73
